GEOID,County,State,measure,value
08077,Mesa County,Colorado,Black Population without Health Insurance,0.13394919168591224
08079,Mineral County,Colorado,Black Population without Health Insurance,0.0
08081,Moffat County,Colorado,Black Population without Health Insurance,0.0
08083,Montezuma County,Colorado,Black Population without Health Insurance,0.0
08085,Montrose County,Colorado,Black Population without Health Insurance,0.0
08087,Morgan County,Colorado,Black Population without Health Insurance,0.331353919239905
08089,Otero County,Colorado,Black Population without Health Insurance,0.327683615819209
08091,Ouray County,Colorado,Black Population without Health Insurance,0.43564356435643564
08093,Park County,Colorado,Black Population without Health Insurance,0.2558139534883721
08095,Phillips County,Colorado,Black Population without Health Insurance,0.0
08097,Pitkin County,Colorado,Black Population without Health Insurance,0.0
08099,Prowers County,Colorado,Black Population without Health Insurance,0.0
08101,Pueblo County,Colorado,Black Population without Health Insurance,0.13580246913580246
08103,Rio Blanco County,Colorado,Black Population without Health Insurance,0.0
08105,Rio Grande County,Colorado,Black Population without Health Insurance,0.3684210526315789
08107,Routt County,Colorado,Black Population without Health Insurance,0.0
08109,Saguache County,Colorado,Black Population without Health Insurance,0.5625
08111,San Juan County,Colorado,Black Population without Health Insurance,0.0
08113,San Miguel County,Colorado,Black Population without Health Insurance,0.0
08115,Sedgwick County,Colorado,Black Population without Health Insurance,0.0
08117,Summit County,Colorado,Black Population without Health Insurance,0.0
08119,Teller County,Colorado,Black Population without Health Insurance,0.0
08121,Washington County,Colorado,Black Population without Health Insurance,0.42857142857142855
08123,Weld County,Colorado,Black Population without Health Insurance,0.12640801001251564
08125,Yuma County,Colorado,Black Population without Health Insurance,0.0
08001,Adams County,Colorado,Hispanic Population without Health Insurance,0.1807917795558133
08003,Alamosa County,Colorado,Hispanic Population without Health Insurance,0.08770806658130602
08005,Arapahoe County,Colorado,Hispanic Population without Health Insurance,0.19820565306389096
08007,Archuleta County,Colorado,Hispanic Population without Health Insurance,0.18900804289544235
08009,Baca County,Colorado,Hispanic Population without Health Insurance,0.17231638418079095
08011,Bent County,Colorado,Hispanic Population without Health Insurance,0.13202042304886943
08013,Boulder County,Colorado,Hispanic Population without Health Insurance,0.10364033797133129
08014,Broomfield County,Colorado,Hispanic Population without Health Insurance,0.14508323654665117
08015,Chaffee County,Colorado,Hispanic Population without Health Insurance,0.0631653655074521
08017,Cheyenne County,Colorado,Hispanic Population without Health Insurance,0.11707317073170732
08019,Clear Creek County,Colorado,Hispanic Population without Health Insurance,0.07396449704142012
08021,Conejos County,Colorado,Hispanic Population without Health Insurance,0.13491218733368812
08023,Costilla County,Colorado,Hispanic Population without Health Insurance,0.09269521410579346
08025,Crowley County,Colorado,Hispanic Population without Health Insurance,0.11779041429731925
08027,Custer County,Colorado,Hispanic Population without Health Insurance,0.022727272727272728
08029,Delta County,Colorado,Hispanic Population without Health Insurance,0.15771892149844904
08031,Denver County,Colorado,Hispanic Population without Health Insurance,0.17860849402866444
08033,Dolores County,Colorado,Hispanic Population without Health Insurance,0.0
08035,Douglas County,Colorado,Hispanic Population without Health Insurance,0.07183963968973282
08037,Eagle County,Colorado,Hispanic Population without Health Insurance,0.1968725660535618
08039,Elbert County,Colorado,Hispanic Population without Health Insurance,0.11596063329054343
08041,El Paso County,Colorado,Hispanic Population without Health Insurance,0.12363804900274157
08043,Fremont County,Colorado,Hispanic Population without Health Insurance,0.022900763358778626
08045,Garfield County,Colorado,Hispanic Population without Health Insurance,0.3341276682046342
08047,Gilpin County,Colorado,Hispanic Population without Health Insurance,0.044444444444444446
08049,Grand County,Colorado,Hispanic Population without Health Insurance,0.28226319135410044
08051,Gunnison County,Colorado,Hispanic Population without Health Insurance,0.13010053222945003
08053,Hinsdale County,Colorado,Hispanic Population without Health Insurance,0.0
08055,Huerfano County,Colorado,Hispanic Population without Health Insurance,0.03619047619047619
08057,Jackson County,Colorado,Hispanic Population without Health Insurance,0.0
08059,Jefferson County,Colorado,Hispanic Population without Health Insurance,0.11222920420090522
08061,Kiowa County,Colorado,Hispanic Population without Health Insurance,0.3282442748091603
08063,Kit Carson County,Colorado,Hispanic Population without Health Insurance,0.21808898614150254
08065,Lake County,Colorado,Hispanic Population without Health Insurance,0.2695282289249807
08067,La Plata County,Colorado,Hispanic Population without Health Insurance,0.15973989256432006
08069,Larimer County,Colorado,Hispanic Population without Health Insurance,0.1179320428605722
08071,Las Animas County,Colorado,Hispanic Population without Health Insurance,0.10352382691254336
08073,Lincoln County,Colorado,Hispanic Population without Health Insurance,0.27522935779816515
08075,Logan County,Colorado,Hispanic Population without Health Insurance,0.168462291870715
08077,Mesa County,Colorado,Hispanic Population without Health Insurance,0.1922153418425376
08079,Mineral County,Colorado,Hispanic Population without Health Insurance,0.0
08081,Moffat County,Colorado,Hispanic Population without Health Insurance,0.15804066543438078
08083,Montezuma County,Colorado,Hispanic Population without Health Insurance,0.13256752561316362
08085,Montrose County,Colorado,Hispanic Population without Health Insurance,0.2444420226678291
08087,Morgan County,Colorado,Hispanic Population without Health Insurance,0.13610394397346112
08089,Otero County,Colorado,Hispanic Population without Health Insurance,0.07844670315350534
08091,Ouray County,Colorado,Hispanic Population without Health Insurance,0.08403361344537816
08093,Park County,Colorado,Hispanic Population without Health Insurance,0.061430793157076204
08095,Phillips County,Colorado,Hispanic Population without Health Insurance,0.13801652892561983
08097,Pitkin County,Colorado,Hispanic Population without Health Insurance,0.15620052770448548
08099,Prowers County,Colorado,Hispanic Population without Health Insurance,0.15703703703703703
08101,Pueblo County,Colorado,Hispanic Population without Health Insurance,0.06496882990031314
08103,Rio Blanco County,Colorado,Hispanic Population without Health Insurance,0.3264094955489614
08105,Rio Grande County,Colorado,Hispanic Population without Health Insurance,0.19773765499238635
08107,Routt County,Colorado,Hispanic Population without Health Insurance,0.2573153738968881
08109,Saguache County,Colorado,Hispanic Population without Health Insurance,0.12426778242677824
08111,San Juan County,Colorado,Hispanic Population without Health Insurance,0.07142857142857142
08113,San Miguel County,Colorado,Hispanic Population without Health Insurance,0.2885682574916759
08115,Sedgwick County,Colorado,Hispanic Population without Health Insurance,0.06436781609195402
08117,Summit County,Colorado,Hispanic Population without Health Insurance,0.2905638665132336
08119,Teller County,Colorado,Hispanic Population without Health Insurance,0.13036303630363036
08121,Washington County,Colorado,Hispanic Population without Health Insurance,0.1640625
08123,Weld County,Colorado,Hispanic Population without Health Insurance,0.14434417181478398
08125,Yuma County,Colorado,Hispanic Population without Health Insurance,0.3104181431608788
08001,Adams County,Colorado,Black Population Living Below Poverty,0.17962308598351
08003,Alamosa County,Colorado,Black Population Living Below Poverty,0.0
08005,Arapahoe County,Colorado,Black Population Living Below Poverty,0.14240086778353622
08007,Archuleta County,Colorado,Black Population Living Below Poverty,0.0
08009,Baca County,Colorado,Black Population Living Below Poverty,0.0
08011,Bent County,Colorado,Black Population Living Below Poverty,0.0
08013,Boulder County,Colorado,Black Population Living Below Poverty,0.1680327868852459
08014,Broomfield County,Colorado,Black Population Living Below Poverty,0.07449856733524356
08015,Chaffee County,Colorado,Black Population Living Below Poverty,0.0
08017,Cheyenne County,Colorado,Black Population Living Below Poverty,0.0
08019,Clear Creek County,Colorado,Black Population Living Below Poverty,1.0
08021,Conejos County,Colorado,Black Population Living Below Poverty,0.0
08023,Costilla County,Colorado,Black Population Living Below Poverty,0.0
08025,Crowley County,Colorado,Black Population Living Below Poverty,0.0
08027,Custer County,Colorado,Black Population Living Below Poverty,0.0
08029,Delta County,Colorado,Black Population Living Below Poverty,0.0
08031,Denver County,Colorado,Black Population Living Below Poverty,0.18828327771598072
08033,Dolores County,Colorado,Black Population Living Below Poverty,0.0
08035,Douglas County,Colorado,Black Population Living Below Poverty,0.14365079365079364
08037,Eagle County,Colorado,Black Population Living Below Poverty,0.0
08039,Elbert County,Colorado,Black Population Living Below Poverty,0.0
08041,El Paso County,Colorado,Black Population Living Below Poverty,0.07722717661119793
08043,Fremont County,Colorado,Black Population Living Below Poverty,0.09615384615384616
08045,Garfield County,Colorado,Black Population Living Below Poverty,0.0
08047,Gilpin County,Colorado,Black Population Living Below Poverty,0.0
08049,Grand County,Colorado,Black Population Living Below Poverty,0.0
08051,Gunnison County,Colorado,Black Population Living Below Poverty,0.0
08053,Hinsdale County,Colorado,Black Population Living Below Poverty,0.0
08055,Huerfano County,Colorado,Black Population Living Below Poverty,0.0
08057,Jackson County,Colorado,Black Population Living Below Poverty,0.0
08059,Jefferson County,Colorado,Black Population Living Below Poverty,0.12749003984063745
08061,Kiowa County,Colorado,Black Population Living Below Poverty,0.0
08063,Kit Carson County,Colorado,Black Population Living Below Poverty,0.0
08065,Lake County,Colorado,Black Population Living Below Poverty,0.0
08067,La Plata County,Colorado,Black Population Living Below Poverty,0.0
08069,Larimer County,Colorado,Black Population Living Below Poverty,0.08468468468468468
08071,Las Animas County,Colorado,Black Population Living Below Poverty,0.0
08073,Lincoln County,Colorado,Black Population Living Below Poverty,0.0
08075,Logan County,Colorado,Black Population Living Below Poverty,0.0
08077,Mesa County,Colorado,Black Population Living Below Poverty,0.0
08079,Mineral County,Colorado,Black Population Living Below Poverty,0.0
08081,Moffat County,Colorado,Black Population Living Below Poverty,0.0
08083,Montezuma County,Colorado,Black Population Living Below Poverty,0.0
08085,Montrose County,Colorado,Black Population Living Below Poverty,0.0
08087,Morgan County,Colorado,Black Population Living Below Poverty,0.21962616822429906
08089,Otero County,Colorado,Black Population Living Below Poverty,0.0
08091,Ouray County,Colorado,Black Population Living Below Poverty,0.0
08093,Park County,Colorado,Black Population Living Below Poverty,0.6206896551724138
08095,Phillips County,Colorado,Black Population Living Below Poverty,0.0
08097,Pitkin County,Colorado,Black Population Living Below Poverty,0.7105263157894737
08099,Prowers County,Colorado,Black Population Living Below Poverty,0.0
08101,Pueblo County,Colorado,Black Population Living Below Poverty,0.17206703910614526
08103,Rio Blanco County,Colorado,Black Population Living Below Poverty,0.0
08105,Rio Grande County,Colorado,Black Population Living Below Poverty,0.6
08107,Routt County,Colorado,Black Population Living Below Poverty,0.0
08109,Saguache County,Colorado,Black Population Living Below Poverty,1.0
08111,San Juan County,Colorado,Black Population Living Below Poverty,0.0
08113,San Miguel County,Colorado,Black Population Living Below Poverty,0.0
08115,Sedgwick County,Colorado,Black Population Living Below Poverty,0.0
08117,Summit County,Colorado,Black Population Living Below Poverty,0.0
08119,Teller County,Colorado,Black Population Living Below Poverty,0.0
08121,Washington County,Colorado,Black Population Living Below Poverty,0.0
08123,Weld County,Colorado,Black Population Living Below Poverty,0.14950634696755993
08125,Yuma County,Colorado,Black Population Living Below Poverty,0.0
08001,Adams County,Colorado,Hispanic Population Living Below Poverty,0.10745458342033827
08003,Alamosa County,Colorado,Hispanic Population Living Below Poverty,0.15089514066496162
08005,Arapahoe County,Colorado,Hispanic Population Living Below Poverty,0.09182940593043537
08007,Archuleta County,Colorado,Hispanic Population Living Below Poverty,0.13385826771653545
08009,Baca County,Colorado,Hispanic Population Living Below Poverty,0.0
08011,Bent County,Colorado,Hispanic Population Living Below Poverty,0.4078549848942598
08013,Boulder County,Colorado,Hispanic Population Living Below Poverty,0.10073440754137893
08014,Broomfield County,Colorado,Hispanic Population Living Below Poverty,0.04538341158059468
08015,Chaffee County,Colorado,Hispanic Population Living Below Poverty,0.5239130434782608
08017,Cheyenne County,Colorado,Hispanic Population Living Below Poverty,0.47619047619047616
08019,Clear Creek County,Colorado,Hispanic Population Living Below Poverty,0.0
08021,Conejos County,Colorado,Hispanic Population Living Below Poverty,0.13347921225382933
08023,Costilla County,Colorado,Hispanic Population Living Below Poverty,0.21818181818181817
08025,Crowley County,Colorado,Hispanic Population Living Below Poverty,0.13917525773195877
08027,Custer County,Colorado,Hispanic Population Living Below Poverty,0.15517241379310345
08029,Delta County,Colorado,Hispanic Population Living Below Poverty,0.21728691476590636
08031,Denver County,Colorado,Hispanic Population Living Below Poverty,0.13257087236890133
08033,Dolores County,Colorado,Hispanic Population Living Below Poverty,0.0
08035,Douglas County,Colorado,Hispanic Population Living Below Poverty,0.021904169259489733
08037,Eagle County,Colorado,Hispanic Population Living Below Poverty,0.10721376571806751
08039,Elbert County,Colorado,Hispanic Population Living Below Poverty,0.04044117647058824
08041,El Paso County,Colorado,Hispanic Population Living Below Poverty,0.09976541554959785
08043,Fremont County,Colorado,Hispanic Population Living Below Poverty,0.057931034482758624
08045,Garfield County,Colorado,Hispanic Population Living Below Poverty,0.12205103514684641
08047,Gilpin County,Colorado,Hispanic Population Living Below Poverty,0.0
08049,Grand County,Colorado,Hispanic Population Living Below Poverty,0.14624505928853754
08051,Gunnison County,Colorado,Hispanic Population Living Below Poverty,0.13168724279835392
08053,Hinsdale County,Colorado,Hispanic Population Living Below Poverty,0.0
08055,Huerfano County,Colorado,Hispanic Population Living Below Poverty,0.2545931758530184
08057,Jackson County,Colorado,Hispanic Population Living Below Poverty,0.41304347826086957
08059,Jefferson County,Colorado,Hispanic Population Living Below Poverty,0.10034004708344232
08061,Kiowa County,Colorado,Hispanic Population Living Below Poverty,0.0
08063,Kit Carson County,Colorado,Hispanic Population Living Below Poverty,0.013468013468013467
08065,Lake County,Colorado,Hispanic Population Living Below Poverty,0.16767676767676767
08067,La Plata County,Colorado,Hispanic Population Living Below Poverty,0.17037037037037037
08069,Larimer County,Colorado,Hispanic Population Living Below Poverty,0.05772626931567329
08071,Las Animas County,Colorado,Hispanic Population Living Below Poverty,0.18408304498269895
08073,Lincoln County,Colorado,Hispanic Population Living Below Poverty,0.0
08075,Logan County,Colorado,Hispanic Population Living Below Poverty,0.03966942148760331
08077,Mesa County,Colorado,Hispanic Population Living Below Poverty,0.16627379873073436
08079,Mineral County,Colorado,Hispanic Population Living Below Poverty,0.0
08081,Moffat County,Colorado,Hispanic Population Living Below Poverty,0.19158878504672897
08083,Montezuma County,Colorado,Hispanic Population Living Below Poverty,0.20711974110032363
08085,Montrose County,Colorado,Hispanic Population Living Below Poverty,0.15792291220556745
08087,Morgan County,Colorado,Hispanic Population Living Below Poverty,0.12716763005780346
08089,Otero County,Colorado,Hispanic Population Living Below Poverty,0.19364599092284418
08091,Ouray County,Colorado,Hispanic Population Living Below Poverty,0.5
08093,Park County,Colorado,Hispanic Population Living Below Poverty,0.0
08095,Phillips County,Colorado,Hispanic Population Living Below Poverty,0.282312925170068
08097,Pitkin County,Colorado,Hispanic Population Living Below Poverty,0.0
08099,Prowers County,Colorado,Hispanic Population Living Below Poverty,0.13685978169605373
08101,Pueblo County,Colorado,Hispanic Population Living Below Poverty,0.1662981774723633
08103,Rio Blanco County,Colorado,Hispanic Population Living Below Poverty,0.0
08105,Rio Grande County,Colorado,Hispanic Population Living Below Poverty,0.16897305171158047
08107,Routt County,Colorado,Hispanic Population Living Below Poverty,0.13679245283018868
08109,Saguache County,Colorado,Hispanic Population Living Below Poverty,0.2303206997084548
08111,San Juan County,Colorado,Hispanic Population Living Below Poverty,0.5348837209302325
08113,San Miguel County,Colorado,Hispanic Population Living Below Poverty,0.0
08115,Sedgwick County,Colorado,Hispanic Population Living Below Poverty,0.25
08117,Summit County,Colorado,Hispanic Population Living Below Poverty,0.09523809523809523
08119,Teller County,Colorado,Hispanic Population Living Below Poverty,0.06712962962962964
08121,Washington County,Colorado,Hispanic Population Living Below Poverty,0.07575757575757576
08123,Weld County,Colorado,Hispanic Population Living Below Poverty,0.11766800178015131
08125,Yuma County,Colorado,Hispanic Population Living Below Poverty,0.3047619047619048
08001,Adams County,Colorado,Lack Proficiency in English,0.05789144258665367
08003,Alamosa County,Colorado,Lack Proficiency in English,0.030976863753213367
08005,Arapahoe County,Colorado,Lack Proficiency in English,0.04293040103241518
08007,Archuleta County,Colorado,Lack Proficiency in English,0.003028009084027252
08009,Baca County,Colorado,Lack Proficiency in English,0.0021334958854007926
08011,Bent County,Colorado,Lack Proficiency in English,0.004336349924585219
08013,Boulder County,Colorado,Lack Proficiency in English,0.014486867904893046
08014,Broomfield County,Colorado,Lack Proficiency in English,0.011571424583344965
08015,Chaffee County,Colorado,Lack Proficiency in English,0.01225580055517729
08017,Cheyenne County,Colorado,Lack Proficiency in English,0.022262334536702767
08019,Clear Creek County,Colorado,Lack Proficiency in English,0.0034084661902144034
08021,Conejos County,Colorado,Lack Proficiency in English,0.015115129255544568
08023,Costilla County,Colorado,Lack Proficiency in English,0.024992649220817408
08025,Crowley County,Colorado,Lack Proficiency in English,0.010906490255676738
08027,Custer County,Colorado,Lack Proficiency in English,0.0008028904054596548
08029,Delta County,Colorado,Lack Proficiency in English,0.014621444785685672
08031,Denver County,Colorado,Lack Proficiency in English,0.04022704032485143
08033,Dolores County,Colorado,Lack Proficiency in English,0.07035398230088495
08035,Douglas County,Colorado,Lack Proficiency in English,0.00827727582019104
08037,Eagle County,Colorado,Lack Proficiency in English,0.056240749876665025
08039,Elbert County,Colorado,Lack Proficiency in English,0.007613820823993198
08041,El Paso County,Colorado,Lack Proficiency in English,0.010964216310684676
08043,Fremont County,Colorado,Lack Proficiency in English,0.006290896084495782
08045,Garfield County,Colorado,Lack Proficiency in English,0.05938680791594058
08047,Gilpin County,Colorado,Lack Proficiency in English,0.0
08049,Grand County,Colorado,Lack Proficiency in English,0.0062718690169670565
08051,Gunnison County,Colorado,Lack Proficiency in English,0.004803362353647553
08053,Hinsdale County,Colorado,Lack Proficiency in English,0.0
08055,Huerfano County,Colorado,Lack Proficiency in English,0.004098360655737705
08057,Jackson County,Colorado,Lack Proficiency in English,0.0021598272138228943
08059,Jefferson County,Colorado,Lack Proficiency in English,0.011530227453026006
08061,Kiowa County,Colorado,Lack Proficiency in English,0.02526799387442573
08063,Kit Carson County,Colorado,Lack Proficiency in English,0.01507537688442211
08065,Lake County,Colorado,Lack Proficiency in English,0.015452225687553162
08067,La Plata County,Colorado,Lack Proficiency in English,0.005155406662944352
08069,Larimer County,Colorado,Lack Proficiency in English,0.0073406221393163724
08071,Las Animas County,Colorado,Lack Proficiency in English,0.013904054742665792
08073,Lincoln County,Colorado,Lack Proficiency in English,0.013360933383515242
08075,Logan County,Colorado,Lack Proficiency in English,0.014262916417314982
08077,Mesa County,Colorado,Lack Proficiency in English,0.011036165904549904
08079,Mineral County,Colorado,Lack Proficiency in English,0.0
08081,Moffat County,Colorado,Lack Proficiency in English,0.02457572846621838
08083,Montezuma County,Colorado,Lack Proficiency in English,0.010252904989747095
08085,Montrose County,Colorado,Lack Proficiency in English,0.03231205880212503
08087,Morgan County,Colorado,Lack Proficiency in English,0.06832229580573951
08089,Otero County,Colorado,Lack Proficiency in English,0.015634879576938553
08091,Ouray County,Colorado,Lack Proficiency in English,0.0018329938900203666
08093,Park County,Colorado,Lack Proficiency in English,0.002211745532856062
08095,Phillips County,Colorado,Lack Proficiency in English,0.025362318840579712
08097,Pitkin County,Colorado,Lack Proficiency in English,0.003821887891288522
08099,Prowers County,Colorado,Lack Proficiency in English,0.03048780487804878
08101,Pueblo County,Colorado,Lack Proficiency in English,0.012342043767267897
08103,Rio Blanco County,Colorado,Lack Proficiency in English,0.010653991148991968
08105,Rio Grande County,Colorado,Lack Proficiency in English,0.00878409616273694
08107,Routt County,Colorado,Lack Proficiency in English,0.013977552467976802
08109,Saguache County,Colorado,Lack Proficiency in English,0.024804177545691905
08111,San Juan County,Colorado,Lack Proficiency in English,0.037257824143070044
08113,San Miguel County,Colorado,Lack Proficiency in English,0.03700848111025443
08115,Sedgwick County,Colorado,Lack Proficiency in English,0.016218721037998145
08117,Summit County,Colorado,Lack Proficiency in English,0.03135607460930936
08119,Teller County,Colorado,Lack Proficiency in English,0.0010012097951691628
08121,Washington County,Colorado,Lack Proficiency in English,0.01108454683764399
08123,Weld County,Colorado,Lack Proficiency in English,0.03940284590110226
08125,Yuma County,Colorado,Lack Proficiency in English,0.08860210389328706
