GEOID,County,State,measure,value
08117,Summit County,Colorado,Annual Unemployment Rate,0.03334678639895066
08119,Teller County,Colorado,Annual Unemployment Rate,0.034236573097517445
08121,Washington County,Colorado,Annual Unemployment Rate,0.033521985198084456
08123,Weld County,Colorado,Annual Unemployment Rate,0.04739714502674147
08125,Yuma County,Colorado,Annual Unemployment Rate,0.052327894946279346
08001,Adams County,Colorado,Living Below Poverty,0.07041619975062738
08003,Alamosa County,Colorado,Living Below Poverty,0.1337180130456598
08005,Arapahoe County,Colorado,Living Below Poverty,0.05697265361656227
08007,Archuleta County,Colorado,Living Below Poverty,0.04823304680038205
08009,Baca County,Colorado,Living Below Poverty,0.2009685230024213
08011,Bent County,Colorado,Living Below Poverty,0.2361111111111111
08013,Boulder County,Colorado,Living Below Poverty,0.04334913701257192
08014,Broomfield County,Colorado,Living Below Poverty,0.020763772954924875
08015,Chaffee County,Colorado,Living Below Poverty,0.07069635913750442
08017,Cheyenne County,Colorado,Living Below Poverty,0.09611451942740286
08019,Clear Creek County,Colorado,Living Below Poverty,0.03389830508474576
08021,Conejos County,Colorado,Living Below Poverty,0.11867174741426238
08023,Costilla County,Colorado,Living Below Poverty,0.21089808274470231
08025,Crowley County,Colorado,Living Below Poverty,0.16770186335403728
08027,Custer County,Colorado,Living Below Poverty,0.05537669027688345
08029,Delta County,Colorado,Living Below Poverty,0.10757633831608535
08031,Denver County,Colorado,Living Below Poverty,0.07722903987495428
08033,Dolores County,Colorado,Living Below Poverty,0.09284116331096197
08035,Douglas County,Colorado,Living Below Poverty,0.021444717253205504
08037,Eagle County,Colorado,Living Below Poverty,0.045867214020683666
08039,Elbert County,Colorado,Living Below Poverty,0.04025744573447754
08041,El Paso County,Colorado,Living Below Poverty,0.05531313765499921
08043,Fremont County,Colorado,Living Below Poverty,0.0915038618809632
08045,Garfield County,Colorado,Living Below Poverty,0.06956466395112017
08047,Gilpin County,Colorado,Living Below Poverty,0.046740467404674045
08049,Grand County,Colorado,Living Below Poverty,0.022400442477876106
08051,Gunnison County,Colorado,Living Below Poverty,0.04718562874251497
08053,Hinsdale County,Colorado,Living Below Poverty,0.0
08055,Huerfano County,Colorado,Living Below Poverty,0.1146384479717813
08057,Jackson County,Colorado,Living Below Poverty,0.14849187935034802
08059,Jefferson County,Colorado,Living Below Poverty,0.037460220844608226
08061,Kiowa County,Colorado,Living Below Poverty,0.07647058823529412
08063,Kit Carson County,Colorado,Living Below Poverty,0.07025246981339188
08065,Lake County,Colorado,Living Below Poverty,0.05615826419910657
08067,La Plata County,Colorado,Living Below Poverty,0.0800896107532904
08069,Larimer County,Colorado,Living Below Poverty,0.046293146024255064
08071,Las Animas County,Colorado,Living Below Poverty,0.10818486961012136
08073,Lincoln County,Colorado,Living Below Poverty,0.03225806451612903
